Episode,Turn,Speaker,Text
80,123,Lauren,"So, a slightly different sense of performativity but one that was really inspired by this earlier work from linguistics. The way that words, specifically, have power as performatives is something we can kind of see in the way we communicate with words and language and the way we communicate with gestures have slightly different weights in terms of their ability to be meaningful and powerful for people. My colleague, Kensy Cooperrider, has this really neat example of when you're sitting in the emergency row of an aircraft, and the airstaff come and talk to you about how to operate the doors and whether you feel comfortable doing this in the case of an emergency, which I always take very seriously, and they tell you to take it very seriously, and at the end of this, they say, 'Do you agree to do this? If you don't, we can move you.' You have to say, 'Yes.' A nod is not sufficiently performative of your acceptance of this role in case of the emergency that statistically almost never manifests but you have to take very seriously as a possibility every time you fly."
80,124,Gretchen,They need specifically to say this particular thing because you're entering into a type of contract with them.
80,125,Lauren,"In the context of at home, 'Would you like a coffee,' a nod is a sufficient consent to consuming coffee. In this context, it's a much more serious context, and the seriousness promotes this need to have words rather than just a gesture or nod to confirm your agreement."
80,126,Gretchen,"I sometimes think about this in terms of how technology has also shaped how we perform certain types of things because there's a thing that people often do in texting where you're performing a particular type of action. Let's say your friend is having a hard day, and you send them a text about it, whether you say something like, 'I wish I could give you a hug right now,' or 'Giving you a hug,' or just sort of like, '*hugs you*' as narrating the action that you're doing, all of these are not quite the same as doing a physical hug, but they're ways of making it more like a real hug or not or making it more vivid or more, yeah, closer to the physical thing."
80,127,Lauren,"One of the things we've been coming back to is this tension between spoken language having a lot of power and written language not necessarily always having that same power to create whether it's fictional-world magic or real-world magic. It's really interesting. In some cultures, different emphasis is put on writing. Increasingly in Western culture with the centrality of writing and the prevalence of literacy, you see that signatures are increasingly more important than a verbal agreement. It's not the saying, 'I give my brother my watch,' that's important, it's the writing it down in a will and signing it in a way that meets the conditions, which comes from that older verbal tradition but has moved into writing returning to dominance as the central way of making it happen."
80,128,Gretchen,"Before writing was the dominant technology, you would say something out loud in front of witnesses, and then those witnesses would be the people who were instantiating the contract of 'Okay, these people have agreed. I've seen it.' And then you have the witnesses signing it to say, 'I have seen this person do this. This has been witnessed.' As technology continues, you also have this phenomenon of a 'wet signature.'"
80,129,Lauren,What's a 'wet signature'?
80,130,Gretchen,It sounds kind of gross.
80,131,Lauren,I don't want one.
80,132,Gretchen,This is a retronym for the conventional kind of signature where the ink of the pen is wet compared to a digital signature.
80,133,Lauren,"Which is not wet because it's digital ink not real ink. Oh, so I do have a wet signature. It's when I sign something with a pen as opposed to signing a PDF."
80,134,Gretchen,"Right. The original idea behind signing something with a pen is that your signature is related to your handwriting, and no one else should be able to write exactly the same way as you and you can compare the signature that purports to be from you with your actual signature and be like, 'Look, this person doesn't know how I sign my name.' But in the digital context, if you have an image of someone's signature, you could just put it on another digital document, and it's just sort of there as part of this artefact of things that we have agreed to accept is the form of a contract but no longer actually requires the person who's signing it to be the person who has that. I have a copy of my digital signature that I just keep using. I don't create it new each time."
